topic,rank,representative_text
41,3,This morning we are about to launch Infiniti on a bold new journey. A new Infiniti brand direction built on a foundation of our past and guided by a very clear vision for the future. Infiniti began in 1989 primarily as a US brand.
42,1,"We really appreciate it. Now before I tell you about this brand new Regal Sportback, I'd like to offer some quick thoughts on the Buick brand. As some of you may know, I'm a Buick guy from way back."
42,2,The new Buick Regal is The next step in transforming the Buick brand into what many of us at General Motors over the last 10 years have hoped that we could make the Buick brand be. Are we going to unveil this car together? We are.
42,3,It's what Buick is and where Buick is going. It's a great example of why Buick attracts more Conquest customers than any GM brand. And it's emblematic of the kind of excitement Buick will offer as it continues its new vehicle rollout with a dozen more to come globally by 2020.
43,1,It's very exciting to be here today with our partners to speak to a great addition to our city's transportation future. The City of Vancouver sees electric vehicles like the iMeave before you today from Mitsubishi Motors as a way to move us closer to becoming the greenest city in the world.
43,2,and supporting this early adoption of plug-in electric cars is one way that Vancouver demonstrates its desire to be the greenest city in the world. Our partnerships with stakeholders like the Vancouver Electric Vehicle Association as well as the BC-led government-led plug-in electric vehicle working group are helping us become a leader in the adoption of this technology and early adoption is critical for us to be leaders.
43,3,"I'd also like to thank you, City of Vancouver, BC Hydro and the Province of British Columbia and Mitsubishi Canada, for your forward thinking, students, and demonstrated commitment to small, efficient vehicles. You are ready to become a leader in consumer acceptance of electric vehicle technology. Thank you very much."
44,1,"Then push it upwards to disengage and place the cover under the floor compartment. As a last step, simply close the compartment. To put the cargo cover back in place, simply slide the edge of the interior cover over these two retaining pins and then fold it downwards until it engages."
44,2,There's an open storage area atop the dash just beneath the iDrive display. A single open cup holder is positioned at the front edge of the center console just in front of the iDrive controller. Additional snap-in cup holder attachments are located just in front of the permanent cup holder.
44,3,"The Nero Control Console provides an optimal driving environment. For storage space, a push-button type glove box, a console front tray with a wireless charging system for smartphones, and an open-type variable-capacity cup holder tray are applied in the front seat area. In the back seat, you can use the cup holder by pulling the armrest forward."
45,1,"It's designed, engineered, manufactured, sold and serviced here in America. It's an all new premium mid-sized sedan that's going to attract a wide range of buyers. Now, it's my pleasure to introduce a fantastic new vehicle, a car that's going to lead the way to an exciting new era of design and driving enthusiasm for Toyota."
45,2,"In other words, value. Three grade levels will be offered with a projected, well-equipped Kix priced well under $19,000. So there you have it, the all-new Nissan Kix, with class above technology, expressive style, and fun-to-drive performance, all at a great price."
45,3,"We believe that our new Nissan Kix, just as much as any vehicle in our lineup, should have technology that turns cars from plane machines to intelligent assistants. And that's what Nissan Intelligent Mobility brings to Kix and to our customers. That's why every Kix includes standard automatic emergency braking and forward collision warning."
46,1,"And if you're looking for a really cool feature that can make a really big difference in your day, look no further than Hyundai Digital Key 2 Touch, where you can actually unlock your door and start your motor all by using your smartphone, no key fob required. Now this works with compatible iPhones and Android models, as well as with compatible Apple watches. And you can share your digital key to another driver's compatible smartphone."
46,2,"IONIQ 5 has what you would call the keys to your future. The Hyundai Digital Key transforms your smartphone into a key fob, or you can use this handy key card. Place it next to the door to unlock it, use it to turn on the engine, and you can even share it with friends and family members by sending your digital key to their Android smartphone."
46,3,"You push this button on the key fob, it can pull directly in and reverse out of a parking spot, perfect for tight places. Hyundai Digital Key, allowing you to transform your smartphone into a key fob or you can use this digital key card. place it next to the door to unlock, use it to start up the vehicle, and you can even share your digital key with a friend or a family member to their Android smartphone device."
47,1,"So in addition to choosing your regular driving modes where you can pop it into sport and it fires up the combustion engine back into Bentley mode through comfort or into your custom settings where you can configure it through the infotainment system, you also now have the different E mode settings. So when I press this, it then offers us the various different E modes, for example, hybrid, hold and EV drive."
47,2,"but they refer to it as the life module so you get in and pull the handle and shut the door again it is a keyless operated starting system so once you're inside you just push start and of course because it's an electric car it starts automatically in comfort mode we're going to go through some of the modes with you there's four drive modes but by default it starts in comfort mode So you don't get an engine sound on startup, you just get sort of a futuristic whine, electric whistle so to speak."
47,3,"We have a lot of problems with them. Yes, that's why I said that in sport, you need to be able to drive in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode And I think it was about two or three years ago when we were young, we didn't have a lot of fun, it was very clear."
48,1,"This method is best for topping off the battery as it takes more than 20 hours to fully charge the i3 using this cable. Level 2 charging can be done using the BMW i charging station that's available for purchase exclusively from a BMW center. Designed to complement your BMW i vehicle, this hard-wired wall-mounted device reduces charging time for an empty i3 to about three and a half hours."
48,2,"There are several ways to charge your BMW i3's high voltage battery, giving you a variety of convenient home and public charging options. Level 2 charging from a Level 2 home or public charging station, Level 1 charging from the occasional use cable, which comes with every BMW i3 vehicle, or DC charging from a DC charging station. Let's take a closer look at each of these."
48,3,"There are several ways you can charge your BMW i3 at home. BMW recommends Level 2 charging using the wall-mounted BMW i-charging station designed to complement your BMW i-vehicle, which reduces charging time for the BMW i3 to around three and a half hours. Now this station and other Level 2 home charging stations charge your BMW i3 at 240 volts from the convenience of your own home."
49,1,Technology. Ever wonder who's in command? In an Infiniti Q50 there's no question.
49,2,"Hello, I'm Jane, a product specialist for Infiniti, and this is the all-new Infiniti Q50. If the Q50 name is new to you, you can be assured it's not going to be unfamiliar for long. The Q50 is the latest premium performance sedan from Infiniti."
49,3,"So today, the Q50 has yet again moved forward to the next level, becoming even better and more advanced. So ladies and gentlemen, please welcome the new Infiniti Q50. Here it is, the new Infiniti Q50."
50,1,"So everything again has that feeling, has that feeling of like a very nice 7 series leather so you don't get you don't feel like okay I'm inside of an eco-friendly car obviously the quietness gives you that sensation and and the overall feeling of the car gives you the sensation of a futuristic eco-friendly car but the interior feels as luxurious as you would anticipate a brand new $130,000 BMW would so we'll go through some of the drive modes and we'll talk about this instrument cluster moving over here to the left you have your AC vents which are manually operated with a little tab centrally located tab and everything feels really quality everything feels really tangible to the touch so you know nothing is loose everything has a really quality heavy sensation to it you have your light switch your automatic off your daytime running lamps and full-on and your interior cabin lighting so you do have some information here at the bottom left that can be cycled through with this BC button so as I push this BC button this cycles through and of course you have your turn signals here on this stock functioning your turn signal is pretty easy everything is just like other BMWs so if you're if you're a BMW fan or you have other BMW cars getting into this car would be really easy to function and start driving right away you have your cruise control settings here on the left hand side of the steering wheel and this car is equipped with this, it automatically knows the speed limit where you are and it'll give you a visual signal of the speed limit here and there's a visual, I'm not sure if it shows on the camera, but there's a visual signal of the speed limit in my windscreen with the heads up display, full color heads up display."
50,2,"As you can see, the new BMW 5 Series is loaded with the most innovative technology to help you on the road. And remember, with the remote software upgrade, your BMW 5 Series is always up to date. And furthermore, you can easily add more features to your BMW, like the High Beam Assistant."
50,3,"As we've already hinted at, all the new digital features in the new BMW 5 Series and i5, as well as all their familiar ones, meet the user in a new interface with a new user experience in the standard BMW Live Cockpit Plus or optional BMW Live Cockpit Professional. BMW Operating System 8.5 shows a new control display layout focused on first level interaction and individualization of the most important features."
