topic,run,model,keywords,label,normalized_label,error
7,46,openai/gpt-5.5,"audi, tron, quattro, q8, audi tron, a7, a3, light, q5, q8 tron",Audi e-tron Models,audi e-tron models,
7,47,openai/gpt-5.5,"audi, tron, quattro, q8, audi tron, a7, a3, light, q5, q8 tron",Audi e-tron Models,audi e-tron models,
7,48,openai/gpt-5.5,"audi, tron, quattro, q8, audi tron, a7, a3, light, q5, q8 tron",Audi e-tron Models,audi e-tron models,
7,49,openai/gpt-5.5,"audi, tron, quattro, q8, audi tron, a7, a3, light, q5, q8 tron",Audi e-tron Models,audi e-tron models,
7,50,openai/gpt-5.5,"audi, tron, quattro, q8, audi tron, a7, a3, light, q5, q8 tron",Audi e-tron Models,audi e-tron models,
8,1,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac EL,cadillac el,
8,2,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-In Hybrid,cadillac elr plug-in hybrid,
8,3,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cad,cad,
8,4,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac,cadillac,
8,5,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac EL,cadillac el,
8,6,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac EL,cadillac el,
8,7,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac,cadillac,
8,8,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-In Hybrid,cadillac elr plug-in hybrid,
8,9,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac,cadillac,
8,10,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac,cadillac,
8,11,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,12,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-In Hybrid,cadillac elr plug-in hybrid,
8,13,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Design Features,cadillac elr design features,
8,14,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Design Features,cadillac elr design features,
8,15,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Design Features,cadillac elr design features,
8,16,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac,cadillac,
8,17,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR,cadillac elr,
8,18,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,19,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,20,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug,cadillac elr plug,
8,21,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR,cadillac elr,
8,22,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Design Features,cadillac elr design features,
8,23,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug,cadillac elr plug,
8,24,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cad,cad,
8,25,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac EL,cadillac el,
8,26,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac EL,cadillac el,
8,27,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Design Features,cadillac elr design features,
8,28,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,29,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cad,cad,
8,30,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Design Features,cadillac elr design features,
8,31,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug,cadillac elr plug,
8,32,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-In Design,cadillac elr plug-in design,
8,33,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,34,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,35,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cad,cad,
8,36,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac,cadillac,
8,37,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-In Hybrid,cadillac elr plug-in hybrid,
8,38,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cad,cad,
8,39,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,40,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR,cadillac elr,
8,41,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,42,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,43,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug,cadillac elr plug,
8,44,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,45,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Design Features,cadillac elr design features,
8,46,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,47,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR,cadillac elr,
8,48,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR,cadillac elr,
8,49,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in Hybrid,cadillac elr plug-in hybrid,
8,50,openai/gpt-5.5,"elantra, hyundai, new elantra, elr, hyundai elantra, new, cadillac, design, features, generation",Cadillac ELR Plug-in,cadillac elr plug-in,
9,1,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,2,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,3,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",Driving Experience,driving experience,
9,4,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,5,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,6,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,7,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,8,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,9,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,10,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",Test Driving Cars,test driving cars,
9,11,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",Test Driving Cars,test driving cars,
9,12,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",Test Driving EVs,test driving evs,
9,13,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,14,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,15,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,16,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,17,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,18,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",Driving Experience,driving experience,
9,19,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,20,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,21,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,22,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,23,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,24,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Driving Experience,ev driving experience,
9,25,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,26,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",Test Driving Experiences,test driving experiences,
9,27,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Driving Experience,ev driving experience,
9,28,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,29,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Driving Experience,ev driving experience,
9,30,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,31,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Driving Experience,ev driving experience,
9,32,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,33,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,34,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,35,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Driving Experience,ev driving experience,
9,36,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,37,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,38,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,39,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,40,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,41,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,42,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,43,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
9,44,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,45,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Driving Experience,ev driving experience,
9,46,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Drives,ev test drives,
9,47,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test,ev test,
9,48,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",Vehicle Driving Experience,vehicle driving experience,
9,49,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Driving Experience,ev driving experience,
9,50,openai/gpt-5.5,"drive, driving, car, truck, driver, drive car, driven, roads, fun, thing",EV Test Driving,ev test driving,
10,1,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,2,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,3,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,4,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,5,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,6,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand,polestar electric brand,
10,7,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Car Brand,polestar electric car brand,
10,8,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Pol,pol,
10,9,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,10,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,11,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,12,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand China,polestar electric brand china,
10,13,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,14,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand in China,polestar ev brand in china,
10,15,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,16,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,17,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EVs in China,polestar evs in china,
10,18,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,19,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,20,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,21,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,22,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,23,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,24,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,25,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV,polestar ev,
10,26,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,27,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,28,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,29,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,30,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,31,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar China EV Brand,polestar china ev brand,
10,32,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,33,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,34,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,35,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Car Brand,polestar electric car brand,
10,36,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,37,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,38,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,39,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,40,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,41,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,42,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,43,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,44,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar China Launch,polestar china launch,
10,45,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,46,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,47,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,48,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
10,49,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar Electric Brand Launch,polestar electric brand launch,
10,50,openai/gpt-5.5,"polestar, car, brand, electric, volvo, china, electric car, customer, powerful, pouch",Polestar EV Brand Launch,polestar ev brand launch,
11,1,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Hybrids,toyota prius hybrids,
11,2,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Hybrids,toyota prius hybrids,
11,3,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,4,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,5,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,6,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,7,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,8,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,9,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Hybrids,toyota prius hybrids,
11,10,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,11,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,12,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,13,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,14,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,15,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,16,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,17,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,18,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,19,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Hybrids,toyota prius hybrids,
11,20,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,21,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,22,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,23,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrids,toyota prius plug-in hybrids,
11,24,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Hybrid Models,toyota prius hybrid models,
11,25,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,26,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,27,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrids,toyota prius plug-in hybrids,
11,28,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrids,toyota prius plug-in hybrids,
11,29,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,30,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,31,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
11,32,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Hybrids,toyota prius hybrids,
11,33,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
11,34,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-in Hybrids,toyota prius plug-in hybrids,
11,35,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrids,toyota prius plug-in hybrids,
11,36,openai/gpt-5.5,"prius, prius prime, prime, hybrid, toyota, efficiency, plug, available, seats, combined",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
