topic,run,model,keywords,label,normalized_label,error
6,15,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",Test Driving Experience,test driving experience,
6,16,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
6,17,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
6,18,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Driving Experience,ev driving experience,
6,19,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
6,20,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",Test Drives and Driving Experience,test drives and driving experience,
6,21,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Driving,ev test driving,
6,22,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Driving,ev test driving,
6,23,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test,ev test,
6,24,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",Test Driving Experience,test driving experience,
6,25,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
6,26,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test,ev test,
6,27,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Driving Experience,ev driving experience,
6,28,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",Test Drives and Driving,test drives and driving,
6,29,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",Test Drives and Driving Experience,test drives and driving experience,
6,30,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Driving,ev test driving,
7,1,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Cars,polestar electric cars,
7,2,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar EV Brand China,polestar ev brand china,
7,3,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Car Brand,polestar electric car brand,
7,4,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Brand in China,polestar electric brand in china,
7,5,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Car Brand,polestar electric car brand,
7,6,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Car Brand,polestar electric car brand,
7,7,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar EV Brand Launch,polestar ev brand launch,
7,8,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Cars China,polestar electric cars china,
7,9,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Brand in China,polestar electric brand in china,
7,10,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar EV Brand in China,polestar ev brand in china,
7,11,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Cars China,polestar electric cars china,
7,12,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Brand in China,polestar electric brand in china,
7,13,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar EV Brand Launch,polestar ev brand launch,
7,14,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar EV Brand China,polestar ev brand china,
7,15,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar EV Brand in China,polestar ev brand in china,
7,16,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Car Brand,polestar electric car brand,
7,17,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Car Brand,polestar electric car brand,
7,18,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Cars China,polestar electric cars china,
7,19,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar EV Brand Launch,polestar ev brand launch,
7,20,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar EV Brand Launch,polestar ev brand launch,
7,21,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar EV Brand China,polestar ev brand china,
7,22,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Car Brand,polestar electric car brand,
7,23,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Cars China,polestar electric cars china,
7,24,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Cars China,polestar electric cars china,
7,25,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Cars in China,polestar electric cars in china,
7,26,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Brand Launch,polestar electric brand launch,
7,27,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Car Brand,polestar electric car brand,
7,28,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Brand in China,polestar electric brand in china,
7,29,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Brand China,polestar electric brand china,
7,30,openai/gpt-5.5,"polestar, car, electric, brand, volvo, china, electric car, customer, powerful, cars",Polestar Electric Brand Launch,polestar electric brand launch,
8,1,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid/Plug-In,toyota prius hybrid plug-in,
8,2,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
8,3,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrids,toyota prius hybrids,
8,4,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid Models,toyota prius hybrid models,
8,5,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
8,6,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid Efficiency,toyota prius hybrid efficiency,
8,7,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid Efficiency,toyota prius hybrid efficiency,
8,8,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid Efficiency,toyota prius hybrid efficiency,
8,9,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
8,10,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrids,toyota prius hybrids,
8,11,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
8,12,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid Efficiency,toyota prius hybrid efficiency,
8,13,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrids,toyota prius hybrids,
8,14,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrids,toyota prius hybrids,
8,15,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
8,16,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid Models,toyota prius hybrid models,
8,17,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrids,toyota prius hybrids,
8,18,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
8,19,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid/Plug-in,toyota prius hybrid plug-in,
8,20,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-in Hybrids,toyota prius plug-in hybrids,
8,21,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrids,toyota prius hybrids,
8,22,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid Efficiency,toyota prius hybrid efficiency,
8,23,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid Vehicles,toyota prius hybrid vehicles,
8,24,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrids,toyota prius hybrids,
8,25,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid/Plug-in,toyota prius hybrid plug-in,
8,26,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
8,27,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-In Hybrid,toyota prius plug-in hybrid,
8,28,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrids,toyota prius hybrids,
8,29,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Plug-in Hybrid,toyota prius plug-in hybrid,
8,30,openai/gpt-5.5,"prius, prius prime, hybrid, prime, toyota, efficiency, plug, seats, drive, available",Toyota Prius Hybrid Efficiency,toyota prius hybrid efficiency,
9,1,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics Control,ev chassis dynamics control,
9,2,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics,ev chassis dynamics,
9,3,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Steering Control,ev chassis steering control,
9,4,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",Chassis Steering Control,chassis steering control,
9,5,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics Control,ev chassis dynamics control,
9,6,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",Chassis Steering Dynamics,chassis steering dynamics,
9,7,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Steering Control,ev chassis steering control,
9,8,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",Chassis Steering Control,chassis steering control,
9,9,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics,ev chassis dynamics,
9,10,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics Control,ev chassis dynamics control,
9,11,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics Control,ev chassis dynamics control,
9,12,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis,ev chassis,
9,13,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Handling Control,ev chassis handling control,
9,14,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Handling Control,ev chassis handling control,
9,15,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Control,ev chassis control,
9,16,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics Control,ev chassis dynamics control,
9,17,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics,ev chassis dynamics,
9,18,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Steering Dynamics,ev chassis steering dynamics,
9,19,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis and Steering Control,ev chassis and steering control,
9,20,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Control,ev chassis control,
9,21,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics,ev chassis dynamics,
9,22,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",Chassis Steering Control,chassis steering control,
9,23,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV,ev,
9,24,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",Chassis Steering Dynamics,chassis steering dynamics,
9,25,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Control,ev chassis control,
9,26,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Control,ev chassis control,
9,27,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Control,ev chassis control,
9,28,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Steering Control,ev chassis steering control,
9,29,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",EV Chassis Dynamics,ev chassis dynamics,
9,30,openai/gpt-5.5,"steering, suspension, car, control, rear, rear axle, feel, axle, axle steering, chassis",Chassis Steering Control,chassis steering control,
10,1,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Performance,infiniti hybrid performance,
10,2,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,3,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,4,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Models,infiniti hybrid models,
10,5,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Technology,infiniti hybrid technology,
10,6,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,7,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Performance,infiniti hybrid performance,
10,8,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,9,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Performance,infiniti hybrid performance,
10,10,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,11,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,12,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,13,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,14,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,15,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid and EV Strategy,infiniti hybrid and ev strategy,
10,16,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,17,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,18,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,19,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Technology,infiniti hybrid technology,
10,20,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,21,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Performance Vehicles,infiniti hybrid performance vehicles,
10,22,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,23,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,24,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,25,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Performance and Hybrids,infiniti performance and hybrids,
10,26,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,27,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,28,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,29,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
10,30,openai/gpt-5.5,"infiniti, q50, infinity, brand, new, performance, market, future, johan, technology",Infiniti Hybrid Vehicles,infiniti hybrid vehicles,
11,1,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,2,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,3,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,4,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,5,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,6,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,7,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,8,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,9,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,10,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,11,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,12,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,13,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,14,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,15,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQ,mercedes eqs and eq,
11,16,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,17,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,18,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,19,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,20,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,21,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,22,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,23,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,24,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,25,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,26,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,27,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,28,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,29,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
11,30,openai/gpt-5.5,"eqs, eqe, eq, mercedes, electric, new eqs, mercedes eq, new, driving, new eqe",Mercedes EQS and EQE,mercedes eqs and eqe,
12,1,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Executive EV Launch Presentations,executive ev launch presentations,
12,2,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Executive Brand Presentations,executive brand presentations,
12,3,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive,automotive executive,
12,4,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,5,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,6,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,7,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,8,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,9,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Executive Brand Presentations,executive brand presentations,
12,10,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Executive Auto Presentations,executive auto presentations,
12,11,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Present,automotive executive present,
12,12,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Present,automotive executive present,
12,13,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,14,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,15,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,16,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,17,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,18,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,19,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,20,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,21,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
12,22,openai/gpt-5.5,"president, vice, ladies, vice president, america, mr, tesla, chief, global, division",Automotive Executive Presentations,automotive executive presentations,
