dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
2582,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,70,86,86,1,36,208,0,You know designing a really progressive vehicle we felt it was really necessary to put on our you know our own technology hats and utilize VR really as the driving force to accelerate the vehicle development.,You know designing a really progressive vehicle we felt it was really necessary to put on our you know our own technology hats and utilize VR really as the driving force to accelerate the vehicle development.
2583,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,71,87,87,1,53,266,0,You know we wanted to get to market exceptionally fast with this vehicle for a reason and we felt we had a great great clear idea of where we wanted to go and that we could actually chunk a lot of time and energy out of the process by leveraging these digital tools.,You know we wanted to get to market exceptionally fast with this vehicle for a reason and we felt we had a great great clear idea of where we wanted to go and that we could actually chunk a lot of time and energy out of the process by leveraging these digital tools.
2584,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,72,88,88,1,25,151,0,It's really critical to note that what working full-time in digital gives you is that ability to overlay engineering together with design at all times.,It's really critical to note that what working full-time in digital gives you is that ability to overlay engineering together with design at all times.
2585,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,73,89,89,1,62,325,0,"So when we think back to a couple slides ago when we were sharing that kind of push and pull of the vehicle architecture, there's scores of engineers working on trying to make sure that the vehicle is structurally safe, that it's going to be dynamic in its drive, everything's going to be as light as it can be but be strong.","So when we think back to a couple slides ago when we were sharing that kind of push and pull of the vehicle architecture, there's scores of engineers working on trying to make sure that the vehicle is structurally safe, that it's going to be dynamic in its drive, everything's going to be as light as it can be but be strong."
2586,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,74,90,90,1,46,255,0,"So the fact that we could work with them hand in hand, really hand in glove, millimeter by millimeter as we continue to stretch that wheelbase or lower the roof or pull that windscreen rearward, these were all tremendous cost and time saving tools for us.","So the fact that we could work with them hand in hand, really hand in glove, millimeter by millimeter as we continue to stretch that wheelbase or lower the roof or pull that windscreen rearward, these were all tremendous cost and time saving tools for us."
2587,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,75,91,91,1,27,159,0,"So really added value across the board and our young design team really did a fantastic job of learning new programs, new tools, and immediately applying them.","So really added value across the board and our young design team really did a fantastic job of learning new programs, new tools, and immediately applying them."
2588,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,76,92,93,2,21,126,0,"And it's just been a fantastic growth process for everybody involved. Chris, why don't you take them through this moment here?","And it's just been a fantastic growth process for everybody involved. Chris, why don't you take them through this moment here?"
2589,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,77,94,94,1,15,75,0,"Well, like we said earlier, we were working all these models in CAD and VR.","Well, like we said earlier, we were working all these models in CAD and VR."
2590,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,78,95,95,1,12,64,0,This was the time that we actually went into the physical realm.,This was the time that we actually went into the physical realm.
2591,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,79,96,96,1,29,156,0,"And we modeled these cars, cut these cars on the mill in clay and dressed them up for a presentation to our design leadership and management in the company.","And we modeled these cars, cut these cars on the mill in clay and dressed them up for a presentation to our design leadership and management in the company."
2592,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,80,97,97,1,13,73,0,And this was a beautiful day at the design headquarters on the courtyard.,And this was a beautiful day at the design headquarters on the courtyard.
2593,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,81,98,99,2,13,69,0,And this was September. So we started the new design process in July.,And this was September. So we started the new design process in July.
2594,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,82,100,100,1,33,180,0,"So here we are just a couple months later, and because of those tools, those digital tools we were using, we had three full scale design models to present to our senior leadership.","So here we are just a couple months later, and because of those tools, those digital tools we were using, we had three full scale design models to present to our senior leadership."
2595,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,83,101,102,2,14,67,0,"Yeah, you're right, Jason. I mean, it really cut out a lot of time.","Yeah, you're right, Jason. I mean, it really cut out a lot of time."
2596,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,84,103,103,1,17,91,0,Usually this was a process that would more than likely take maybe even six to eight months.,Usually this was a process that would more than likely take maybe even six to eight months.
2597,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,85,104,104,1,12,52,0,It seemed like we did it in the span of about three.,It seemed like we did it in the span of about three.
2598,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,86,105,106,2,27,149,0,"It just it was really quick or less. Chris, why don't you run them through what our leadership and others said when they actually saw these vehicles?","It just it was really quick or less. Chris, why don't you run them through what our leadership and others said when they actually saw these vehicles?"
2599,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,87,107,108,2,37,195,0,"Well, I think they were really blown away. They were really excited because this project was a really If you can imagine, this project was really hard for a lot of folks to get their head around.","Well, I think they were really blown away. They were really excited because this project was a really If you can imagine, this project was really hard for a lot of folks to get their head around."
2600,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,88,109,109,1,17,98,-1,We mentioned all electric Mustang SUV and where it's never been either one of those things before.,We mentioned all electric Mustang SUV and where it's never been either one of those things before.
2601,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,89,110,110,1,27,137,0,"But I think when we had these models in the courtyard and you could tell the excitement, you can see that people were starting to get it.","But I think when we had these models in the courtyard and you could tell the excitement, you can see that people were starting to get it."
2602,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,90,111,111,1,17,92,0,And it started playing into that narrative that you started out with Jason about a new hero.,And it started playing into that narrative that you started out with Jason about a new hero.
2603,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,91,112,113,2,24,115,0,"and and how we can stand out in the crowd. And that really, I think, was you know, it was it's really this product.","and and how we can stand out in the crowd. And that really, I think, was you know, it was it's really this product."
2604,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,92,114,114,1,26,147,0,"I think at that moment in time, our management started understanding that this is going to challenge the status quo in the EV market going forward.","I think at that moment in time, our management started understanding that this is going to challenge the status quo in the EV market going forward."
2605,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,93,115,116,2,12,69,0,"Yeah, absolutely. I think that, you know, again, one of the exciting.","Yeah, absolutely. I think that, you know, again, one of the exciting."
2606,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,94,117,117,1,44,239,-1,"points here in this review was, you know, we had been working fast and furiously for a couple months, as Chris mentioned, but ultimately, you know, the response was, went from, boy, I don't know if we can do a Mustang SUV, that's electric.","points here in this review was, you know, we had been working fast and furiously for a couple months, as Chris mentioned, but ultimately, you know, the response was, went from, boy, I don't know if we can do a Mustang SUV, that's electric."
2607,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,95,118,118,1,15,86,0,"because it's that two bridges that you're crossing at once to, wow, this is something.","because it's that two bridges that you're crossing at once to, wow, this is something."
2608,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,96,119,120,2,18,80,0,"And yeah, we need to push it. If we're gonna push it, let's push it all the way.","And yeah, we need to push it. If we're gonna push it, let's push it all the way."
2609,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,97,121,122,2,21,110,0,Let's really push for the more progressive design. And that for a design team is about as exciting as it gets.,Let's really push for the more progressive design. And that for a design team is about as exciting as it gets.
2610,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,98,123,123,1,44,227,-1,"So we came out of that presentation, I'm sorry, I'll switch back one more moment here, where we really, as a team, believed in the future of emotive power, but we knew we needed to bring in a little bit more of today's Mustang.","So we came out of that presentation, I'm sorry, I'll switch back one more moment here, where we really, as a team, believed in the future of emotive power, but we knew we needed to bring in a little bit more of today's Mustang."
2611,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,99,124,124,1,28,158,0,And so that pure and minimal proposal in the middle really became married with the future of emotive power to create something that we felt was really strong.,And so that pure and minimal proposal in the middle really became married with the future of emotive power to create something that we felt was really strong.
2612,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,100,125,125,1,29,152,0,"And Chris and I, right after this review, we sat down with a couple of the designers that were directly involved with those models and we spoke to them.","And Chris and I, right after this review, we sat down with a couple of the designers that were directly involved with those models and we spoke to them."
2613,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,101,126,126,1,21,113,0,"And literally within a couple of days of sketching together, we came up with this design model here that you see.","And literally within a couple of days of sketching together, we came up with this design model here that you see."
2614,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,102,127,127,1,14,70,0,"You see the wireframe on the left because, once again, what did we do?","You see the wireframe on the left because, once again, what did we do?"
2615,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,103,128,128,1,22,118,0,We went right back into the CAD model data and were able to very quickly iterate together on this new design proposal.,We went right back into the CAD model data and were able to very quickly iterate together on this new design proposal.
2616,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,104,129,129,1,26,134,0,"And, Chris, why don't you walk them through the, you know, the VR and the milling of that and the timeframe that this all happened in.","And, Chris, why don't you walk them through the, you know, the VR and the milling of that and the timeframe that this all happened in."
2617,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,105,130,132,3,21,120,0,"Oh, wow. You know, it happened really quickly. So, the future development of power, that was the theme, like Jason said.","Oh, wow. You know, it happened really quickly. So, the future development of power, that was the theme, like Jason said."
2618,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,106,133,134,2,54,252,0,"We just felt that it was a good balance. back into the CAD, back into the VR, we had something that we liked, we felt it had the spirit to look to the future and beyond and we milled it out and you can see the clay model in the lower right hand corner.","We just felt that it was a good balance. back into the CAD, back into the VR, we had something that we liked, we felt it had the spirit to look to the future and beyond and we milled it out and you can see the clay model in the lower right hand corner."
2619,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,107,135,136,2,22,124,0,"We didn't even completely dress the model. You know, our clay models, we covered the clay models with a vinyl type material.","We didn't even completely dress the model. You know, our clay models, we covered the clay models with a vinyl type material."
2620,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,108,137,137,1,80,363,0,and you you wet it down with water and it sticks to the clay you can stretch it stand back about 20 feet looks like a real car so we didn't even you can see we didn't even we just did the body side we taped a few graphics we got the graphics of the of the the side glass the blo and the roof line we stood back and that was like that was like our eureka moment we,and you you wet it down with water and it sticks to the clay you can stretch it stand back about 20 feet looks like a real car so we didn't even you can see we didn't even we just did the body side we taped a few graphics we got the graphics of the of the the side glass the blo and the roof line we stood back and that was like that was like our eureka moment we
2621,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,109,137,137,1,48,232,0,"were like okay so this is the car this is this is it um yeah that that was the moment i you know i remember we we literally We decided to mill the car on Wednesday because we had a standing review with Murray Calomar, our design VP.","were like okay so this is the car this is this is it um yeah that that was the moment i you know i remember we we literally We decided to mill the car on Wednesday because we had a standing review with Murray Calomar, our design VP."
2622,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,110,138,138,1,16,70,0,"And I said to Chris, we got to get this in front of Murray right away.","And I said to Chris, we got to get this in front of Murray right away."
2623,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,111,139,139,1,13,69,0,"And Friday, and that was a nice Friday, fall day, very early October.","And Friday, and that was a nice Friday, fall day, very early October."
2624,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,112,140,140,1,18,104,0,So just a handful of couple weeks after really that presentation out in the courtyard in late September.,So just a handful of couple weeks after really that presentation out in the courtyard in late September.
2625,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,113,141,141,1,13,85,0,"And we showed a half-finished, half-Dynock model to Murray and the design leadership.","And we showed a half-finished, half-Dynock model to Murray and the design leadership."
2626,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,114,142,143,2,14,69,0,"And everybody agreed, this is really the way to go. This is it, guys.","And everybody agreed, this is really the way to go. This is it, guys."
2627,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,115,144,145,2,20,105,0,"We're onto something here. And from there, it was really about all the refinement that had to go into it.","We're onto something here. And from there, it was really about all the refinement that had to go into it."
2628,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,116,146,147,2,16,83,0,"Once you get over that hump of, what is this? What is thematically the main design?","Once you get over that hump of, what is this? What is thematically the main design?"
2629,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,117,148,148,1,54,303,-1,then it's really into the weeds of the refinement and that's that's a whole new fun process unto itself because at this point you know you're really featuring the iconic details of Mustang so this is going to have ramifications not just for this vehicle but also in the next generation of Mustang Coupe.,then it's really into the weeds of the refinement and that's that's a whole new fun process unto itself because at this point you know you're really featuring the iconic details of Mustang so this is going to have ramifications not just for this vehicle but also in the next generation of Mustang Coupe.
2630,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,118,149,149,1,37,194,0,So Chris walk them through how you led the team to really really deliver and just turn this vehicle to 11 with the great detail work and the refinement that went into the design from that point.,So Chris walk them through how you led the team to really really deliver and just turn this vehicle to 11 with the great detail work and the refinement that went into the design from that point.
2631,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,119,150,150,1,78,394,0,"and we wanted to add signature cues and refinements if you look at the sketches on here on the left pulling inspiration from the front end if you look at the details on the headlamps it has a tri-bar motif much much like the tri-bar motif on the rear lamps so it's like a it's a theme that runs from the front through the rear of the car the rear end graphics, again, just the wide rear stance.","and we wanted to add signature cues and refinements if you look at the sketches on here on the left pulling inspiration from the front end if you look at the details on the headlamps it has a tri-bar motif much much like the tri-bar motif on the rear lamps so it's like a it's a theme that runs from the front through the rear of the car the rear end graphics, again, just the wide rear stance."
2632,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,120,151,151,1,15,81,0,"Look at the implied grill, the sketch that inspired the front end of the vehicle.","Look at the implied grill, the sketch that inspired the front end of the vehicle."
2633,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,121,152,153,2,27,137,0,"We call that kind of our implied grill shape. It was kind of, we dubbed it the horse collar, and it's kind of this disguised grill motif.","We call that kind of our implied grill shape. It was kind of, we dubbed it the horse collar, and it's kind of this disguised grill motif."
2634,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,122,154,154,1,18,90,0,"It also frames, you know, the new and the fresh take on our classic running horse or pony.","It also frames, you know, the new and the fresh take on our classic running horse or pony."
2635,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,123,155,155,1,16,82,0,"So, you know, again, it's an electric vehicle, so it didn't need, per se, a grill.","So, you know, again, it's an electric vehicle, so it didn't need, per se, a grill."
2636,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,124,156,156,1,24,138,0,"Again, looking into the future, trying to work it out with emotional and sensual surfaces, and it's also a smooth, clean surface up front.","Again, looking into the future, trying to work it out with emotional and sensual surfaces, and it's also a smooth, clean surface up front."
2637,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,125,157,158,2,18,116,-1,"You know, it delivers great aerodynamics. So, again, trying to take those iconic Mustang details and featuring them.","You know, it delivers great aerodynamics. So, again, trying to take those iconic Mustang details and featuring them."
2638,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,126,159,159,1,12,57,0,It was just putting the last bit of seasoning on the car.,It was just putting the last bit of seasoning on the car.
2639,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,127,160,161,2,17,87,0,Great way of putting it. So this really brings us to what became the final theme model.,Great way of putting it. So this really brings us to what became the final theme model.
2640,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,128,162,162,1,35,197,0,"As I mentioned before, Chris rightfully called it the Eureka moment, that clay model that we milled really quickly, and then adding some of the character of the detail work that the team was doing.","As I mentioned before, Chris rightfully called it the Eureka moment, that clay model that we milled really quickly, and then adding some of the character of the detail work that the team was doing."
2641,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,129,163,164,2,32,162,0,This is when the car really took shape. And this was the first time in this form here that we actually showed it to the most senior leaders in Ford Motor Company.,This is when the car really took shape. And this was the first time in this form here that we actually showed it to the most senior leaders in Ford Motor Company.
2642,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,130,165,166,2,21,112,-1,This was an exciting moment. showing a new red Mustang is always a great way to get your top leader's attention.,This was an exciting moment. showing a new red Mustang is always a great way to get your top leader's attention.
2643,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,131,167,168,2,28,144,0,"There was no doubting at this point we had a winner and we needed to push this forward. And from there, the design just continued to be refined.","There was no doubting at this point we had a winner and we needed to push this forward. And from there, the design just continued to be refined."
2644,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,132,169,169,1,80,424,0,Chris and the team did a phenomenal job of really giving you know what we refer to as almost giving love to the surfaces really tremendous care and sensibility you know because you know great cars there's that old adage that you know you want to wash them yourself right you don't want to you don't want to throw it through the car wash you actually want to take the time and care to actually you know have this relationship,Chris and the team did a phenomenal job of really giving you know what we refer to as almost giving love to the surfaces really tremendous care and sensibility you know because you know great cars there's that old adage that you know you want to wash them yourself right you don't want to you don't want to throw it through the car wash you actually want to take the time and care to actually you know have this relationship
2645,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,133,169,169,1,27,148,-1,with your vehicle and mustangs are are one of those iconic vehicles that you know we know that our mustang owners and fans I really appreciate that.,with your vehicle and mustangs are are one of those iconic vehicles that you know we know that our mustang owners and fans I really appreciate that.
2646,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,134,170,170,1,25,116,0,"You know, when you drive the car and you put it away and you start walking away, you turn back and look at it again.","You know, when you drive the car and you put it away and you start walking away, you turn back and look at it again."
2647,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,135,171,171,1,26,138,-1,And that's something that we knew we could really bring with the Mustang Mach-E. And that kind of concludes the story of how we got there.,And that's something that we knew we could really bring with the Mustang Mach-E. And that kind of concludes the story of how we got there.
2648,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,136,172,173,2,23,115,0,"It's pretty clear. Chris and I actually had a lot of fun, you know, over this couple of years, a lot of challenges.","It's pretty clear. Chris and I actually had a lot of fun, you know, over this couple of years, a lot of challenges."
2649,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,137,174,174,1,13,72,0,"I mean, we were probably downplaying some of the challenges to a degree.","I mean, we were probably downplaying some of the challenges to a degree."
2650,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,138,175,175,1,67,368,-1,"You know, birthing a new Mustang after 55 years of a history of a phenomenal coupe, you know, Crossing double bridges was really a unique professional challenge, personal challenge for all of us and we couldn't be prouder of the team, of the company, of the trust we were given, the opportunity we were given and above all the results that we now share with you today.","You know, birthing a new Mustang after 55 years of a history of a phenomenal coupe, you know, Crossing double bridges was really a unique professional challenge, personal challenge for all of us and we couldn't be prouder of the team, of the company, of the trust we were given, the opportunity we were given and above all the results that we now share with you today."
2651,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,139,176,177,2,17,85,0,I'm so happy that we're able to speak to you tonight. This is a very special product.,I'm so happy that we're able to speak to you tonight. This is a very special product.
2652,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,140,178,179,2,25,141,-1,The world is only just seeing what this vehicle can do. in my 29 years of developing vehicles and launching Mustang actually in some regions.,The world is only just seeing what this vehicle can do. in my 29 years of developing vehicles and launching Mustang actually in some regions.
2653,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,141,180,180,1,22,103,0,I don't think I've seen a vehicle that's had a better reaction to this when we take it out on the road.,I don't think I've seen a vehicle that's had a better reaction to this when we take it out on the road.
2654,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,142,181,181,1,38,191,0,We're currently in the final testing now and every other few days we're handing back the car and going back to our ordinary cars and none of us want to hand back our car each time it happens.,We're currently in the final testing now and every other few days we're handing back the car and going back to our ordinary cars and none of us want to hand back our car each time it happens.
2655,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,143,182,182,1,18,97,0,"But tonight we're here to talk about the SYNC 4A system, the human machine interface of this car.","But tonight we're here to talk about the SYNC 4A system, the human machine interface of this car."
2656,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,144,183,183,1,16,81,0,And it's really the heart of this car and the story about how that was developed.,And it's really the heart of this car and the story about how that was developed.
2657,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,145,184,184,1,14,67,0,It's developed in a way we've never done in any car we've ever had.,It's developed in a way we've never done in any car we've ever had.
2658,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,146,185,185,1,17,82,0,And we wanted the real people that did that development to be able to talk to you.,And we wanted the real people that did that development to be able to talk to you.
2659,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,147,186,186,1,30,139,0,"Now, I've got to tell you, when we started this car, we believed we need to make a new type of HMI on this vehicle that's very easy to use.","Now, I've got to tell you, when we started this car, we believed we need to make a new type of HMI on this vehicle that's very easy to use."
2660,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,148,187,187,1,12,69,0,And we used a new method called human-centric development to do this.,And we used a new method called human-centric development to do this.
2661,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,149,188,188,1,13,70,0,And that gets you out and testing with real customers really early on.,And that gets you out and testing with real customers really early on.
2662,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,150,189,189,1,17,90,0,So it started off being it's a new HMI and must work really proactively and really simply.,So it started off being it's a new HMI and must work really proactively and really simply.
2663,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,151,190,191,2,17,91,0,But it ended up something completely different. It ended up a system that gets to know you.,But it ended up something completely different. It ended up a system that gets to know you.
2664,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,152,192,193,2,17,104,0,"It's personalized to you. It has all of your content, your apps simultaneously with zero learning curve.","It's personalized to you. It has all of your content, your apps simultaneously with zero learning curve."
2665,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,153,194,195,2,23,125,0,We believe it's the best system on the market. we may be slightly biased and we don't think there's anything like it similar.,We believe it's the best system on the market. we may be slightly biased and we don't think there's anything like it similar.
2666,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,154,196,197,2,36,196,0,So we're absolutely delighted to share with you the story of how it was developed and also show you a few more tips and tricks who led up our software development team during this process. Huzain.,So we're absolutely delighted to share with you the story of how it was developed and also show you a few more tips and tricks who led up our software development team during this process. Huzain.
2667,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,155,198,200,3,20,110,0,"Hello, everyone. My name is Hussein. I was part of an amazing team that brought you this Next Generation Sync.","Hello, everyone. My name is Hussein. I was part of an amazing team that brought you this Next Generation Sync."
2668,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,156,201,201,1,22,125,0,"Today, we're going to talk a little about the background, our thought process on the system and what we wanted to accomplish.","Today, we're going to talk a little about the background, our thought process on the system and what we wanted to accomplish."
2669,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,157,202,202,1,20,118,0,"From the beginning, how it all started, we wanted to deliver something that's unique and new for our Maquis customers.","From the beginning, how it all started, we wanted to deliver something that's unique and new for our Maquis customers."
2670,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,158,203,204,2,28,153,0,We wanted to rethink everything from the ground up. What are our customers using our system for in their daily drive and what are they trying to address?,We wanted to rethink everything from the ground up. What are our customers using our system for in their daily drive and what are they trying to address?
2671,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,159,205,205,1,30,180,0,"The pictures here, you're seeing behind the scenes when our management, when Darren and our management wanted to come up with this new concept, we brought the entire team together.","The pictures here, you're seeing behind the scenes when our management, when Darren and our management wanted to come up with this new concept, we brought the entire team together."
2672,Ford Meet The Experts ¦ Mustang Mach E ¦ Ford EU (1080p 25fps H264 128kbit AAC),46,160,206,206,1,16,94,0,"So amazing team members from our studio, our HMI team, and also our software development team.","So amazing team members from our studio, our HMI team, and also our software development team."
