title,document,topic
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"This car has it below the door sill, but it's on the kidney grills and some logos throughout, and you'll see this echoed in the interior as well. The wheels on this example are 20-inch light alloys and the trim level is Tera World. The wheels are intelligently designed to reduce some of the drag generally found in the wheel wells.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"So there's four trim levels you can choose from in the. There's Mega World, Giga World, Tera World as you see it here, which comes with gorgeous brown leather interior, and the top trim would be Pure Impulse World. So power to the front wheels comes from an electric motor with a two-speed transmission, and power to the rear wheels is from a three-cylinder turbocharged gas motor mated to an automatic six-speed transmission.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"So the total power you get is 357 horsepower, total torque 420 foot-pounds. And the sound of the gas motor is pretty aggressive for a three-cylinder, but when you're inside with the augmented sound in the cockpit, that's really when it truly comes to life. So it's interesting to note that the carbon fiber in this car does not look like the traditional carbon fiber you would come to expect.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"It doesn't have that traditional weave everyone is familiar with when they think about carbon fiber. Because of a new manufacturing process, has managed to actually reduce the cost of mass producing carbon fiber. And as an added interesting note, the carbon fiber material used in the is made in the USA at a facility which only uses hydropower.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Other than all these fantastic features and facts, we're going to go through the interior in detail. Being a new generation, you have the latest touchpad iDrive controller and the software has additional settings for the efficiency of the electric drive in this and I would imagine all iCars. But we'll drive the car, we'll see what all the drive modes feel like, and we'll see if it lives up to all the anticipation.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Before we proceed, we want to take a moment to thank Global Motor Cars of Houston. They have a wide range of inventory they've opened up to us to provide you these reviews. They have newer cars, certified cars, exotic cars, custom cars, classic cars, luxury cars, daily drivers, SUVs, so they have a wide range that can cater to a lot of customers' needs.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"If you're interested in purchasing a vehicle or you find any vehicle in our reviews interesting, we ask you contact them at globalmotorcars.com. Here's the new key, flat, very new style design. It strays itself away from the other, current keys, which is fantastic.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have metal finishes around that echo the same details inside and out and we'll look at some of those things that carry through. You have your unlock, lock, your back trunk, which is also where the engine is, but this will give you access to the trunk and in case you need to locate the car or your emergency siren here.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You do have a valet key that slides out, and that valet key also in the case of an emergency or no batteries can slide in here and unlock the door, but generally it is a keyless start system. But what we'll do is push unlock and open the door. Gorgeous scissor doors.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"So everything is aerodynamically efficient, of course weight savings in mind everywhere, ultra stiff while saving weight. So you have carbon fiber in the door panel, carbon fiber beams with aluminum panels. So the structure in the door is actually carbon.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"The life module which sits on top of the drive module is carbon, the drive module being mostly aluminum. But you get these fantastic exposed carbon lines in the door panel, in the door entryway where you get in and right here over the sill. And all of it is really fantastically rigid.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"I mean when you push on it, it's ultra stiff and it looks gorgeous. These lines almost look like textile. So the sill does sit pretty high, so you actually get in as if it's like a tub type setup.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"But they refer to it as the life module, so you get in and pull the handle and shut the door. Again, it is a keyless operated starting system, so once you're inside you just push start and of course because it's an electric car it starts automatically in comfort mode. We're going to go through some of the modes with you.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"There's four drive modes, but by default it starts in comfort mode. So you don't get an engine sound on startup, you just get sort of a futuristic whine, electric whistle so to speak. So following the sort of draped teardrop look of everything in this car, you get the same thing in the mirror, a sort of teardrop sweep up.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"And through the rearview mirror you get a good shot of that air channel back there. That's made from the body panels. Gorgeous vents, panels, curtains, air to sort of direct the air all over this car.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"And that sort of futuristic look echoes in the interior with the lines that you see here, of course with the blue stitching and the blue lines and the details, the blue ring around the. This car is finishing like a dark metallic gray over this gorgeous brown sort of finish, the leather in it. Consider that most efficient cars, everything inside is eco-friendly material, which is eco-friendly material in this car as well.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),But they have a sort of hippie-like sensation to them even in the. The seats feel sort of light. A good way to describe them is like a hippie material.,0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Everything is sort of eco-friendly and you sense it in this car. While it is eco-friendly, you don't get that at all. So the joints of the door panel and some other locations above the AC and in the other door panel, there's gorgeous LED lighting to give the cabin a very nice ambiance at night.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You do have your door open switch here and your lock and unlock switch right here. Very, very comfortable, very ergonomic to your thumb and your hand. You have your fuel door which opens up, your gas fuel door on the right passenger side rear.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have your mirror functions, your driver window and your passenger window. And the same trunk button that's on the key is here on the door handle or your armrest. So everything again has that feeling, has that feeling of like a very nice leather so you don't get, you don't feel like, okay, I'm inside of an eco-friendly car.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Obviously the quietness gives you that sensation and the overall feeling of the car gives you the sensation of a futuristic eco-friendly car, but the interior feels as luxurious as you would anticipate a brand new $130,000 would. So we'll go through some of the drive modes and we'll talk about this instrument cluster moving over here to the left.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have your AC vents which are manually operated with a little tab, centrally located tab, and everything feels really quality. Everything feels really tangible to the touch, so you know nothing is loose. Everything has a really quality, heavy sensation to it.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have your light switch, your automatic off, your daytime running lamps and full-on, and your interior cabin lighting. So you do have some information here at the bottom left that can be cycled through with this BC button. So as I push this BC button, this cycles through and of course you have your turn signals here on this stock functioning.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Your turn signal is pretty easy. Everything is just like other BMWs, so if you're a fan or you have other cars, getting into this car would be really easy to function and start driving right away. You have your cruise control settings here on the left-hand side of the steering wheel.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"And this car is equipped with this, it automatically knows the speed limit where you are and it'll give you a visual signal of the speed limit here, and there's a visual, I'm not sure if it shows on the camera, but there's a visual signal of the speed limit in my windscreen with the heads-up display, full color heads-up display.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have steering wheel mounted shift paddles, minus and plus, so being that they're steering wheel mounted, they do move with the steering wheel, so if you turn to the left, you now have your switch positions pluses on the left. You have all of your functions for your radio, your voice command, your phone here on the right, traditional to. Everything else here in the center stack is also traditional to.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have your screen here protruding out of the center with your iDrive controls which we'll go through. You have your hazard button, your frontal collision, your collision warning systems here and this within this. You have your memory buttons here, they have that soft touch memory assignments so you can, as my finger slides across, you can see that it's moving but it's not activating anything until I give it a full press.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"And you can program everything from addresses, phone numbers and all kinds of things into the favorites of these buttons up here. Down below those buttons you have your comfort and temperature for the cabin, your seat warmer, your rear defroster, your temperature for your driver and your passenger and they can be synced or un-synced. And everything that has to do with the climate control is easily functioned right here.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Moving down from that, you have a gorgeous little LED detail around the start button. One of the driving modes that's available in this car is the eDrive, so when you push eDrive, you get, right now, the battery isn't charged enough to get a full eDrive, but pushing that, you can see that it pulls up the menu saying that you can go up to a certain distance on just electric power, assuming you had enough battery juice.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"I think on all electric power this can go up to 20 miles or so and up to 75 miles an hour. You have your traction control system which is integrated into the front electric motor mounted on the front axle and the fuel motor mid-mounted rear fuel motor that's driving the rear wheels. So the gas portion is rear wheel drive, the electric portion front wheel drive, total all-wheel drive basically.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"When they're going together. You have your comfort, your Eco Pro. By default the car starts in comfort and when you're in drive you can shift this to the left to get this car into sport.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Getting into sport, of course, is full performance, getting all the power from the front motor, the electric motor and all the power from the gas motor for a full performance sporty driving experience. You have your camera button and your rear parking sensor control. Off to the left here you have electronically activated, deactivated parking brake.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"The transmission stock itself is traditional to other cars of this model rear model year. Moving back from that you have your little storage compartment here, which is kind of odd because it opens up towards you and everything is, you know, facing the passenger, so to speak. But you have your USB here and auxiliary input right here and will charge and it'll also integrate it into the radio.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have one single cupholder and you have a storage compartment here that opens up towards the driver, which would be traditionally where your phone is, and there is 12 volt DC power supply. So the iDrive controller is just like every other. You have down, up, left, right and rotation and select as your options.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have a dedicated back button, which is fantastic. I always liken it the dedicated back button. And you have an option button that will take you through further options of whatever submenu you're in.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"So you can quick push these buttons up here to go directly to those functions or you can go straight to them via the turn dial on this iDrive controller so you go up, rotate up, rotate down. I can go to multimedia here or I can go to multimedia here.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Similarly with all the other functions you can do so, and the menu as well will take you straight to the main menu here where we are in the center. You do have further settings, you can control, I mean this car is infinitely adjustable. Charging, auto eDrive, everything, there's options for everything to look at and if it's modifiable, modify.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You can modify the heads-up display, the brightness, rotation, location. Everything else is pretty much modifiable to the way you like. Your lighting, be it your interior lighting or your exterior lighting, pathway lighting.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Functions of your doors and your key, how it locks unlocks, frontal collision warning profiles that are saved. So there's a plethora of options in the vehicle settings that you can go into and change. Vehicle info will give you your electric manual, electronic manual here so you don't have to go through a hard manual or a paper manual.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"And you can search by quick reference or pictures or even a keyword. And then everything else, the connected driver is the apps and stuff, and everything else is pretty much self-explanatory. Very fantastic that it's exactly as it would be in any other, so they kept that even in this car.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Very convenient. Moving up here to the top stack, you have your home link buttons, you have a manually adjusted mirror, you have your reading lamps for your driver and your passenger, your main cabin lamp. Your SOS and assistance button and your passenger airbag signal to tell you if nobody's in there it's off.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have your microphone, your Bluetooth microphone up here and probably any sensor, temperature sensor or anything right here in these grills. The roof does feel very simple. The material feels simple.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Everything does feel light. If anywhere in this car feels light and feels eco-friendly and obviously eco-friendly, it's these sun visors and the roof in general, the feeling of the roof. But I think that's really the only place that it feels like that.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Gorgeous Harman Kardon speaker covers. So let's, I'm gonna put the car in drive here. You don't get no signal, the engine doesn't turn on, nothing like that because it's standard in default and comfort.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),I can switch this to Eco Pro which will reduce the amount of power acceleration so that everything is ultimately efficient. The AC compressor goes into Eco Pro mode. Everything goes into Eco Pro mode to gain efficiency and fuel range by reducing everything a little bit but staying safe.,0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Can push the auto eDrive as we did before but there's no, there's not enough battery for it to stay in eDrive or I can push my shifting stock to the left as I just did and it goes straight into sport mode where you can see in sport mode the power electric power demanded turns into a regular RPM gauge.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"So by default you have this zero to a hundred gauge which tells you that when you smash the gas you're demanding 100 percent of the power and if you let go of the gas you go into brake regenerative braking it will go into the charge portion of the gauge but switching it to sport gives you a traditional RPM gauge with a boost monitor in the center, boost being when the electric motor kicks in to give you that additional power.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"So I can't wait to get to the driving portion to see how all that feels because this is probably the most exciting car has produced in quite some time. So let's go into the passenger, open the fuel compartment, open the back trunk and get to the driving portion of the review. So we're gonna unlock the car, open the door, open the trunk, open the fuel door.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"So up on the front left front fender, the driver's side fender, you have your plug-in for the charging system, convenient. And then on the rear back fender you have your traditional fuel for the motor in the rear, the fuel motor in the rear as I was saying earlier when you open this trunk the motor is in there right there so all you get is this sort of trunk space here.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"You have your plug to charge the car, some other storage things, you do have exposed carbon everywhere in the life module that you open, you see exposed carbon, so that's a very gorgeous feature and you do have ventilation, passive ventilation here, could be active ventilation for the motor mounted below. And so now we'll get to the exciting portion, the driving portion. Can't wait to see how this thing sounds and feels on the road.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Alrighty folks, so this is the long anticipated debuted in 2009 in the Frankfurt Auto Show showing the sort of the future for and what to expect and I guess the future for car companies across the globe. So immediately the sensation I get from the car, I don't get the sensation I'm driving a electric fuel-efficient car, it feels quite normal to me.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),Of course you start in comfort mode and comfort mode you do take advantage of both the gas motor and the electric motor in sort of a balanced manner. You do have a 129 horsepower electric motor driving the front axle with 184 foot-pounds of torque. And you have a 228 horsepower turbocharged three-cylinder driving the rear axle with 236 foot-pounds of torque for a total of 357 horsepower and about 420 foot-pounds of torque.,0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Of course, having an electric motor will compensate for the lag experience because of the turbo so you sort of get this continuous torque sensation and we'll go through that in every mode available in the car and talk about how it feels in different modes. So in comfort mode right here at this stop sign, we'll give it some gas, I shouldn't say gas, some throttle and see how it goes. From a standstill.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Little bit of gas and we're open so let's switch this into sport where we're gonna get full boost, hold the RPMs a lot higher. Wow, and it holds gear so it's not shifting when I know an overrun and it's giving charge to my battery when I release the gas. What a spirited car.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"I mean it's. The problem with electric cars is if you want to put a lot of juice, you need a lot of battery. A lot of battery means a lot of weight.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"So if you have a high performance electric car, generally the idea is you're just going to weigh a lot because of the battery requirement. With all of the efficiency, the life module, the drive module being aluminum, life module being carbon, all of these weight savings, the balance of the car is unharmed and the weight is that of a typical sports car, which is fantastic.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"The balance, of course, comes from everything being centrally located, centrally mounted, and low. Low CG and low coefficient of drag, with all of the other efficiency 0.26 and the coefficient of drag. Everything, lowest CG of any.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"And of course everything, including the fuel motor, is centrally located down where you would consider the transmission would be, is actually battery power. I mean, it just sounds amazing. For an electric car, or an ultra-efficient plug-in car that's supposed to get 100 plus miles to the gallon, oh my God, man, that feels great.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"357 instantaneous horsepower, maybe not instantaneous horsepower, but 420 instantaneous foot-pounds of torque, almost damn near instantaneous. I mean, that feels fantastic. So the whole while that I've been pushing the gas, I should say that the AC has been functioning just fine.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Everything else has been functioning just fine. The steering, the power steering feels smooth, feels balanced. The cars, when you're shifting the mass side to side, feels absolutely stable.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"When you're running up through the gear and the speed, the velocity is picking up. I think this car has 155 mile an hour top speed. But while the car is picking up that speed, it feels absolutely planted.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Very well behaved sports car. I hesitate to call it a very well behaved plug-in sports car because it does actually feel and drive like a pure sports car, and the shape of it is a pure sports car. I mean, what a brilliant vehicle by.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Honestly, this is truly brilliant. The group of people that got together, the smart minds and brains that came together to create this for, the engineers, their designers, their planners, everybody inside of, their efficiency designers, their aero designers, their electric power, battery power designers, their motor is designed in-house. So it took a lot of brains to get together to make this so seamless and done with so much finesse.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Hats off to. Truly an amazing driving experience all around. If I had the money, I would buy this car tomorrow.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"But unfortunately, the demand on this car is so high that I would have to pay a pretty high premium to get this car right now. It's just the way that the world works. This was obviously to be a game-changing car, and the industry is responding to it very, very well.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"So, I mean, if this is the first stab at a fuel-efficient sports car by, this is their first iteration of what they think it should be, God knows where they're gonna go from here. I mean, the only way you're gonna get this kind of performance and this sort of technology balancing plug-in electronics with the gas motor, the only way you're gonna get this sort of combination of technologies is with the million-dollar-plus hypercars.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"The 918, the, the, all these cars have this sort of combination of plug-in and gas motor to make it a truly thoroughbred sports car. Truly amazing. While I try to gather my thoughts here, it's been a fantastic ride, fantastic experience to review this car.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"It's something that for my life I'll always remember because this is going to always be a very important car to, like their classic cars, the 507. It's just going to be one of those cars that in history will last and be there for good. So I'm glad you guys watched this review.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Let us know what you think. Let us know what you want to see. Comment, subscribe, follow.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),We're everywhere at MotorCarFile. Let us know and we'll try to get you some more of these exclusive cars in the future. Thanks.,0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Hi, welcome to a new episode of Asphalt 4. Here we have a wonderful and bittersweet country, much like the country of the Netherlands, that's why we're here. And today, we're going to be in BMVE 8.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"We're going to do a shoot. Our videos for this evening, today, the Asphalt 4 will not be seen, or I won't be able to make any new videos, and we're going to do a link to that, so you can get an auto-review. That would be great, but not really.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"I'm going to show you the text of the video, definitely in the description below. And our videos are also available on our website. After the E.R.R.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"2009 in Frankfurt, when we first developed the concept, the Vision Efficient Dynamics. What does the E8 seem like? In 2012, two years ago, we went to the E.R.R., we had a studio E8 and two years ago, we went to the E.R.R.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"In 2013, we had the very first car, the E8. The marked one is a mid-2015 from the start. That's actually the first car.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"With the E8 we have a very smart car and a very fast car. Directed by Wirger-Gibbs is not just a hybrid sports car. If you are looking for a magazine or an online book, you can find it on our website.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"We also have and the E8. has given me the opportunity to work with the E8. It's a little bit of a lesson, but I have to do a little bit of learning and learning.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"This is a plug-in hybrid Allrad Sportler. It has an electro-motor on the front axle. It has 100, 130 PS and a maximum speed of 250 Nm.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"The car also runs on its own. The interaction would be a 1.5 litre, 3-cylinder with a C9 engine. With this, you can see how much energy we have.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"We have all the power to go up the road and down the road, but we also have the power to drive up the road and down the road, which I don't see anymore. That's it. And can reach 320 Nm at maximum 30 minutes per second.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"That leads to 3,000 to 3,300 minutes per second. I would like to say that this is a plug-in for the E8. You can see here that the system is running at 320 PS.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Benzina has a 6-gauge automatic engine, which you can also use manually. The electric motor has a 2-gauge automatic engine and a 2-gauge automatic diesel-electronic engine. And in general, it is very important to know that there are no mechanical requirements for this engine.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"For example, Benzina has an electric electric front engine. For example, a Benzina, which in reality is a hex engine. Exactly, exactly, exactly.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"Now, for the E8. There we are now at 100 in 4.4 seconds. The speed limit is about 250 km per hour.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"The E8 will produce a tank of 36 liters. For 100 euro, it will produce a 25 litre tank. For the next one, the E8 will produce 2.1 litre super and 5.9 kilowatts of 100 kilowatts.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"kilometer can be generated by a rate of just 450 kilometers per hour. I would like to say that the temperature of the air and the temperature of the air is about 200 degrees Celsius. With a 20 litre tank, it is about 600 kilometers per hour.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),The combined CO2 storage is about 940 gram per kilometer per hour. The BMV- is 4 meters long by a range of 2.8 meters. It is 1.3 meters high and has a width of 1.4 meters.,0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"From 1.5 to 1.5 meters, it is 2.2 meters long. The VE-8 is 8.12 meters long. The weight is about 1480 kg.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"There is one big surprise from ER, the hit by €130,000, and the test was, as we said, costed for much less €107,100. That's why I would like to say that I also want to give you a big thank you to Focasco 3 and Tocasco 16.",0
BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),"What I would like to show you, and a bit of a shock to you, is that you can see here that all of you have seen that it weighs 1,400 kilos. And you can see here that the portion of the L-carrera 4G-TS has a weight of 1,400 kg. That's a 5-kilogram weight of this technology.",0
